tier,category,year,title,authors,publication_status,journal_reference,doi,arxiv_id,arxiv_version,primary_arxiv_category,citation_count,citation_count_without_self_citations,citation_source,citation_as_of,inspire_recid,workhouse_connection,landing_url,pdf_url,local_file,downloaded,pages,sha256,published,updated,abstract
emerging,hamiltonian_quantum,2024,Loop-string-hadron approach to SU(3) lattice Yang-Mills theory: I. Hilbert space of a trivalent vertex,Saurabh V. Kadam; Aahiri Naskar; Indrakshi Raychowdhury; Jesse R. Stryker,journal/proceedings record,"Phys. Rev. D 111, 074516 (2025)",10.1103/PhysRevD.111.074516,2407.19181,2407.19181v2,hep-lat,43,35,INSPIRE,2026-08-21,2811637,SU(3) gauge-invariant loop-string-hadron Hilbert space,https://arxiv.org/abs/2407.19181v2,https://arxiv.org/pdf/2407.19181v2,papers/emerging_peer_reviewed_and_direct/07_hamiltonian_and_gauge_invariant_formulations/2024_Kadam_2407.19181.pdf,True,33,395fec6c849070526f65b3f8d77b4a9a39d2122f76138e8c6f0a31f190877946,2024-07-27,2025-06-18,"The construction of gauge invariant states of SU(3) lattice gauge theories has garnered new interest in recent years, but implementing them is complicated by the need for SU(3) Clebsch-Gordon coefficients. In the loop-string-hadron (LSH) approach to lattice gauge theories, the elementary excitations are strictly gauge invariant, and constructing the basis requires no knowledge of Clebsch-Gordon coefficients. Originally developed for SU(2), the LSH formulation was recently generalized to SU(3), but limited to one spatial dimension. In this work, we generalize the LSH approach to constructing the basis of SU(3) gauge invariant states at a trivalent vertex -- the essential building block to multidimensional space. A direct generalization from the SU(2) vertex yields a legitimate basis; however, in certain sectors of the Hilbert space, the naive LSH basis vectors so defined suffer from being nonorthogonal. The issues with orthogonality are directly related to the ""missing label"" or ""outer multiplicity"" problem associated with SU(3) tensor products, and may also be phrased in terms of Littlewood-Richardson coefficients or the need for a ""seventh Casimir"" operator. The states that are unaffected by the problem are orthonormalized in closed form. For the sectors that are afflicted, we discuss the nonorthogonal bases and their orthogonalization. A few candidates for seventh Casimir operators are readily constructed from the suite of LSH gauge-singlet operators. The diagonalization of a seventh Casimir represents one prescriptive solution toward obtaining a complete orthonormal basis, but a closed-form general solution remains to be found."
emerging,spectrum,2024,Matching Wilson flow time for calculating the topological charge density and the pseudoscalar glueball mass in quenched lattice QCD,Zhen Cheng; Guang-yi Xiong,journal/proceedings record,Eur.Phys.J.C 85 (2025) 1179,10.1140/epjc/s10052-025-14913-4,2409.02756,2409.02756v5,hep-lat,0,0,INSPIRE,2026-08-21,2824748,Wilson-flow matching for pseudoscalar glueball mass,https://arxiv.org/abs/2409.02756v5,https://arxiv.org/pdf/2409.02756v5,papers/emerging_peer_reviewed_and_direct/01_glueball_spectrum/2024_Cheng_2409.02756.pdf,True,31,af19c55af2b9ed986932b59918ab379136993ee29147e79e2f9e6b56d7ce6d94,2024-09-04,2025-08-28,"The matching Wilson flow time for calculating the topological charge density correlator (TCDC) of the gluonic definition by the Wilson flow is analyzed using the matching procedure. The relationship has been established between the matching Wilson flow time for calculating TCDC and the matching Wilson flow time at which the topological charge defined by the gluon fields is closest to an integer. The properties of TCDC defined by the bosonic field are investigated, and the pseudoscalar glueball mass was extracted from the TCDC computed at the matching Wilson flow time. It is further demonstrated that the matching Wilson flow time determined by the matching procedure can be applied to compute the topological susceptibility in the gluonic definition."
emerging,hamiltonian_quantum,2024,Quantum Simulation of SU(3) Lattice Yang Mills Theory at Leading Order in Large N,Anthony N. Ciavarella; Christian W. Bauer,journal/proceedings record,Phys.Rev.Lett. 133 (2024) 111901,10.1103/PhysRevLett.133.111901,2402.10265,2402.10265v4,hep-ph,124,112,INSPIRE,2026-08-21,2759081,SU(3) Hamiltonian quantum simulation at large N,https://arxiv.org/abs/2402.10265v4,https://arxiv.org/pdf/2402.10265v4,papers/emerging_peer_reviewed_and_direct/07_hamiltonian_and_gauge_invariant_formulations/2024_Ciavarella_2402.10265.pdf,True,22,f2ab2ea9bca2dec812d6430a3fc010bce8140cc645012a0ac00333c367ce3b25,2024-02-15,2024-08-26,"Quantum simulations of the dynamics of QCD have been limited by the complexities of mapping the continuous gauge fields onto quantum computers. By parametrizing the gauge invariant Hilbert space in terms of plaquette degrees of freedom, we show how the Hilbert space and interactions can be expanded in inverse powers of N_c. At leading order in this expansion, the Hamiltonian simplifies dramatically, both in the required size of the Hilbert space as well as the type of interactions involved. Adding a truncation of the resulting Hilbert space in terms of local energy states we give explicit constructions that allow simple representations of SU(3) gauge fields on qubits and qutrits. This formulation allows a simulation of the real time dynamics of a SU(3) lattice gauge theory on a 5x5 and 8x8 lattice on ibm_torino with a CNOT depth of 113."
emerging,spectrum,2024,The $θ$-dependence of the Yang-Mills spectrum from analytic continuation,Claudio Bonanno; Claudio Bonati; Mario Papace; Davide Vadacchino,journal/proceedings record,JHEP 05 (2024) 163,10.1007/JHEP05(2024)163,2402.03096,2402.03096v2,hep-lat,23,7,INSPIRE,2026-08-21,2755375,theta dependence of Yang-Mills spectrum,https://arxiv.org/abs/2402.03096v2,https://arxiv.org/pdf/2402.03096v2,papers/emerging_peer_reviewed_and_direct/01_glueball_spectrum/2024_Bonanno_2402.03096.pdf,True,24,818608247758c472c59328ed680e108355b6bf5fb24a2f03074b1cd5e46f6e9e,2024-02-05,2024-05-10,"We study the $θ$-dependence of the string tension and of the lightest glueball mass in four-dimensional $\mathrm{SU}(N)$ Yang-Mills theories. More precisely, we focus on the coefficients parametrizing the $\mathcal{O}(θ^2)$ dependence of these quantities, which we investigate by means of numerical simulations of the lattice-discretized theory, carried out using imaginary values of the $θ$ parameter. Topological freezing at large $N$ is avoided using the Parallel Tempering on Boundary Conditions algorithm. We provide controlled continuum extrapolations of such coefficients in the $N=3$ case, and we report the results obtained on two fairly fine lattice spacings for $N=6$."
emerging,effective_hamiltonian,2024,The geometry of the Hermitian matrix space and the Schrieffer--Wolff transformation,Gergő Pintér; György Frank; Dániel Varjas; András Pályi,journal/proceedings record,"Quantum 10, 2047 (2026)",10.22331/q-2026-03-27-2047,2407.10478,2407.10478v4,quant-ph,2,1,INSPIRE,2026-08-21,2807939,modern geometric treatment of Schrieffer-Wolff,https://arxiv.org/abs/2407.10478v4,https://arxiv.org/pdf/2407.10478v4,papers/emerging_peer_reviewed_and_direct/06_effective_hamiltonians/2024_Pinter_2407.10478.pdf,True,52,cdc34702acd22bb255f7572e2e681198feeac4614c6398956e30f4e1f67c008e,2024-07-15,2026-03-25,"In quantum mechanics, the Schrieffer--Wolff (SW) transformation (also called quasi-degenerate perturbation theory) is known as an approximative method to reduce the dimension of the Hamiltonian. We present a geometric interpretation of the SW transformation: We prove that it induces a local coordinate chart in the space of Hermitian matrices near a $k$-fold degeneracy submanifold. Inspired by this result, we establish a `distance theorem': we show that the standard deviation of $k$ neighboring eigenvalues of a Hamiltonian equals the distance of this Hamiltonian from the corresponding $k$-fold degeneracy submanifold, divided by $\sqrt{k}$. Furthermore, we investigate one-parameter perturbations of a degenerate Hamiltonian, and prove that the standard deviation and the pairwise differences of the eigenvalues lead to the same order of splitting of the energy eigenvalues, which in turn is the same as the order of distancing from the degeneracy submanifold. As applications, we prove the `protection' of Weyl points using the transversality theorem, and infer geometrical properties of certain degeneracy submanifolds based on results from quantum error correction and topological order."
emerging,spectrum,2023,$Sp(2N)$ Lattice Gauge Theories and Extensions of the Standard Model of Particle Physics,Ed Bennett; Jack Holligan; Deog Ki Hong; Ho Hsiao; Jong-Wan Lee; C. -J. David Lin; Biagio Lucini; Michele Mesiti; Maurizio Piai; Davide Vadacchino,journal/proceedings record,Universe 9 (2023) 236,10.3390/universe9050236,2304.01070,2304.01070v2,hep-lat,45,16,INSPIRE,2026-08-21,2648212,review of Sp(2N) lattice spectra and large-N extrapolation,https://arxiv.org/abs/2304.01070v2,https://arxiv.org/pdf/2304.01070v2,papers/emerging_peer_reviewed_and_direct/01_glueball_spectrum/2023_Bennett_2304.01070.pdf,True,75,acb1f119692f13961db0bfbe04c381ef13596879fd75219825494382dcc0707f,2023-04-03,2023-05-10,"We review the current status of the long-term programme of numerical investigation of $Sp(2N)$ gauge theories with and without fermionic matter content. We start by introducing the phenomenological as well as theoretical motivations for this research programme, which are related to composite Higgs models, models of partial top compositeness, dark matter models, and in general to the physics of strongly coupled theories and their approach to the large-N limit. We summarise the results of lattice studies conducted so far in the $Sp(2N)$ Yang-Mills theories, measuring the string tension, the mass spectrum of glueballs and the topological susceptibility, and discuss their large-N extrapolation. We then focus our discussion on $Sp(4)$, and summarise numerical measurements of mass and decay constant of mesons in the theories with fermion matter in either the fundamental or the antisymmetric representation, first in the quenched approximation, and then with dynamical fermions. We finally discuss the case of dynamical fermions in mixed representations, and exotic composite fermion states such as the chimera baryons. We conclude by sketching the future stages of the programme. And we describe our approach to open access."
emerging,spectrum,2023,Performance of two-level sampling for the glueball spectrum in pure gauge theory,Lorenzo Barca; Francesco Knechtli; Michael Peardon; Stefan Schaefer; Juan Andrés Urrea-Niño,journal/proceedings record,PoS LATTICE2023 (2024) 030,10.22323/1.453.0030,2312.11372,2312.11372v1,hep-lat,8,3,INSPIRE,2026-08-21,2738529,two-level sampling for glueball spectrum,https://arxiv.org/abs/2312.11372v1,https://arxiv.org/pdf/2312.11372v1,papers/emerging_peer_reviewed_and_direct/01_glueball_spectrum/2023_Barca_2312.11372.pdf,True,8,e3ba1949bfe369ed5ce44c193fee7e03b0721094e2a422d4cda2fdea9e577f06,2023-12-18,2023-12-18,"The computation of the glueball spectrum is particularly challenging due to the rapid decay of the signal-to-noise ratio of the correlation functions. To address this issue, advanced techniques such as gauge link smearing and the variational method are commonly employed to identify the spectrum before the signal diminishes significantly. However, a significant improvement in the signal-to-noise ratio can be achieved by utilising multilevel sampling techniques. In this talk, we present a study of the glueball spectrum in pure gauge theory with a two-level algorithm. Specifically, we explore the relation between noise reduction and the various multilevel parameters, such as the width of the dynamical regions and the number of submeasurements."
emerging,hamiltonian_quantum,2023,Quantum Simulation of Lattice QCD with Improved Hamiltonians,Anthony N. Ciavarella,journal/proceedings record,Phys.Rev.D 108 (2023) 094513,10.1103/PhysRevD.108.094513,2307.05593,2307.05593v3,hep-lat,81,73,INSPIRE,2026-08-21,2676255,improved Hamiltonians for lattice-QCD quantum simulation,https://arxiv.org/abs/2307.05593v3,https://arxiv.org/pdf/2307.05593v3,papers/emerging_peer_reviewed_and_direct/07_hamiltonian_and_gauge_invariant_formulations/2023_Ciavarella_2307.05593.pdf,True,14,3541609a93656bc7d1fa4c5e08513b885a5e8cc92e7bed0000ba9eb2fa36e71e,2023-07-10,2023-11-06,"Quantum simulations of lattice gauge theories are anticipated to directly probe the real time dynamics of QCD, but scale unfavorably with the required truncation of the gauge fields. Improved Hamiltonians are derived to correct for the effects of gauge field truncations on the SU(3) Kogut-Susskind Hamiltonian. It is shown in $1+1D$ that this enables low chromo-electric field truncations to quantitatively reproduce features of the untruncated theory over a range of couplings and quark masses. In $3+1D$, an improved Hamiltonian is derived for lattice QCD with staggered massless fermions. It is shown in the strong coupling limit that the spectrum qualitatively reproduces aspects of two flavor QCD and simulations of a small system are performed on IBM's {\tt Perth} quantum processor."
emerging,rigorous_lgt,2023,Random surfaces and lattice Yang-Mills,Sky Cao; Minjae Park; Scott Sheffield,preprint or unlinked proceedings,,,2307.06790,2307.06790v4,math.PR,23,18,INSPIRE,2026-08-21,2676759,random-surface expansion for lattice Yang-Mills,https://arxiv.org/abs/2307.06790v4,https://arxiv.org/pdf/2307.06790v4,papers/emerging_peer_reviewed_and_direct/04_rigorous_lattice_yang_mills/2023_Cao_2307.06790.pdf,True,131,0cdabf5d4c2a36422d40eb6db4b73de7557c520e32b01a0fd7bbe54bebe2fba6,2023-07-13,2025-09-26,"We study Wilson loop expectations in lattice Yang-Mills models with a compact Lie group $G$. Using tools recently introduced in a companion paper, we provide alternate derivations, interpretations, and generalizations of several recent theorems about Brownian motion limits (Dahlqvist), lattice string trajectories (Chatterjee and Jafarov) and surface sums (Magee and Puder). We show further that one can express Wilson loop expectations as sums over embedded planar maps in a manner that applies to any matrix dimension $N \geq 1$, any inverse temperature $β>0$, and any lattice dimension $d \geq 2$. When $G=\mathrm{U}(N)$, the embedded maps we consider are pairs $(\mathcal M, φ)$ where $\mathcal M$ is a planar (or higher genus) map and $φ$ is a graph homomorphism from $\mathcal M$ to a lattice such as $\mathbb Z^d$. The faces of $\mathcal M$ come in two partite classes: $\textit{edge-faces}$ (each mapped by $φ$ onto a single edge) and $\textit{plaquette-faces}$ (each mapped by $φ$ onto a single plaquette). The weight of a lattice edge $e$ is the Weingarten function applied to the partition whose parts are given by half the boundary lengths of the faces in $φ^{-1}(e)$. (The Weingarten function becomes quite simple in the $N\to \infty$ limit.) The overall weight of an embedded map is proportional to $N^χ$ (where $χ$ is the Euler characteristic) times the product of the edge weights. We establish analogous results for $\mathrm{SU}(N)$, $\mathrm{O}(N)$, $\mathrm{SO}(N)$, and $\mathrm{Sp}(N/2)$, where the embedded surfaces and weights take a different form. There are several variants of these constructions. In this context, we present a list of relevant open problems spanning several disciplines: random matrix theory, representation theory, statistical physics, and the theory of random surfaces, including random planar maps and Liouville quantum gravity."
emerging,spectrum,2023,The quenched glueball spectrum from smeared spectral densities,Marco Panero; Antonio Smecca; Nazario Tantalo; Davide Vadacchino,journal/proceedings record,PoS LATTICE2023 (2024) 050,10.22323/1.453.0050,2311.14806,2311.14806v1,hep-lat,9,4,INSPIRE,2026-08-21,2726559,smeared spectral densities for glueballs,https://arxiv.org/abs/2311.14806v1,https://arxiv.org/pdf/2311.14806v1,papers/emerging_peer_reviewed_and_direct/01_glueball_spectrum/2023_Panero_2311.14806.pdf,True,10,bfd75c3c82b8ec7f379695358252a5b76d711bec5901ca04d0c68576777ded3b,2023-11-24,2023-11-24,"The standard approach to compute the glueball spectrum on the lattice relies on the evaluation of effective masses from two-point correlation functions of operators with the quantum numbers of the desired state. In this work, we propose an alternative procedure, based on the numerical computation of smeared spectral densities. Even though the extraction of the latter from lattice correlators is a notoriously ill-posed inverse problem, we show that a recently developed numerical method, based on the Backus-Gilbert regularization, provides a robust way to evaluate a smeared version of the spectral densities. Fitting the latter to a combination of Gaussians, we extract the masses of the lightest glueball and of its first excitation in the spectrum of the theory. While the preliminary results presented in this contribution are restricted to simulations at finite lattice spacing and finite volume, and for the purely gluonic sector of QCD, they represent the first step in a systematic investigation of glueballs using spectral-reconstruction methods."
emerging,spectrum,2022,"Confining strings, axions and glueballs in the planar limit",Andreas Athenodorou,journal/proceedings record,PoS CORFU2021 (2022) 168,10.22323/1.406.0168,2205.03642,2205.03642v1,hep-th,2,1,INSPIRE,2026-08-21,2078738,planar-limit confining strings and glueballs,https://arxiv.org/abs/2205.03642v1,https://arxiv.org/pdf/2205.03642v1,papers/emerging_peer_reviewed_and_direct/01_glueball_spectrum/2022_Athenodorou_2205.03642.pdf,True,24,bef023051aebb4f29a1a92257b442e5454cae88bebc5b4004069d9dfeca40c3c,2022-05-07,2022-05-07,"We present recent results on the spectrum of a confining flux tube that is closed around a spatial torus as a function of its length as well as the spectrum of glueballs. The extraction of the spectra has been realized by simulating four dimensional $SU(N)$ gauge theories and performing measurements using lattice techniques. Regarding flux-tubes, we have performed calculations for $N=3,5,6$ and for various values of spin, parity and longitudinal momentum. Long flux-tubes can be thought of as infinitesimally thin strings; hence their spectrum is expected to be described by an effective string theory. Furthermore, the flux-tube's internal structure makes possible the existence of massive states in addition to string modes. Our calculations demonstrate that although most states exhibit a spectrum which can be approximated adequately by Nambu-Goto there is strong evidence for the existence of a massive axion on the world-sheet of the QCD flux-tube as well as a bound state of two such axions. Regarding glueballs, we extracted spectra from $N=2$ to $N=12$ which enables us to extrapolate to $N= \infty$. Our main aim was to calculate the lightest glueball masses for all different configurations of the quantum numbers of spin, parity and charge conjugation. This provides a major update on the spectrum of glueballs in the planar limit."
emerging,spectrum,2022,Glueball spectroscopy in lattice QCD using gradient flow,Keita Sakai; Shoichi Sasaki,journal/proceedings record,Phys.Rev.D 107 (2023) 034510,10.1103/PhysRevD.107.034510,2211.15176,2211.15176v2,hep-lat,17,14,INSPIRE,2026-08-21,2601248,gradient-flow glueball spectroscopy,https://arxiv.org/abs/2211.15176v2,https://arxiv.org/pdf/2211.15176v2,papers/emerging_peer_reviewed_and_direct/01_glueball_spectrum/2022_Sakai_2211.15176.pdf,True,36,352376ff9a8a670ec95fe5fb2d1927426392efec9a77c0dddfb74d62a7f8b6b1,2022-11-28,2023-03-02,"Removing ultraviolet noise from the gauge fields is necessary for glueball spectroscopy in lattice QCD. It is known that the Yang-Mills gradient flow method is an alternative approach instead of link smearing or link fuzzing in various aspects. In this work we study the application of the gradient flow technique to the construction of the extended glueball operators. We examine a simple application of the gradient flow method, which has some problems in glueball mass calculations at large flow time because of its nature of diffusion in space-time. To avoid this problem, the spatial links are evolved by the ``spatial gradient flow'', that is defined to restrict the diffusion to spatial directions only. We test the spatial gradient flow in calculations of glueball two-point functions and Wilson loops as a new smearing method, and then discuss its efficiency in comparison with the original gradient flow method and the conventional method. Furthermore, to demonstrate the feasibility of our proposed method, we determine the masses of the three lowest-lying glueball states, corresponding to the $0^{++}$, $2^{++}$ and $0^{-+}$ glueballs, in the continuum limit in the pure Yang-Mills theory."
emerging,weingarten,2022,Moment Methods on compact groups: Weingarten calculus and its applications,Benoit Collins,journal/proceedings record,"Proc. Int. Cong. Math. 2022, Vol. 4, pp. 3142--3164. EMS Press, Berlin, 2023",10.4171/icm2022/114,2207.08418,2207.08418v1,math.OA,1,1,INSPIRE,2026-08-21,2116381,compact-group moment methods,https://arxiv.org/abs/2207.08418v1,https://arxiv.org/pdf/2207.08418v1,papers/emerging_peer_reviewed_and_direct/05_haar_and_weingarten/2022_Collins_2207.08418.pdf,True,20,b919c9ef043e18fb7dc425ec0da2306e63f410d4ff45a768eab0399101af2f53,2022-07-18,2022-07-18,"A fundamental property of compact groups and compact quantum groups is the existence and uniqueness of a left and right invariant probability -- the Haar measure. This is a natural playground for classical and quantum probability, provided it is possible to compute its moments. Weingarten calculus addresses this question in a systematic way. The purpose of this manuscript is to survey recent developments, describe some salient theoretical properties of Weingarten functions, as well as applications of this calculus to random matrix theory, quantum probability, and algebra, mathematical physics and operator algebras."
emerging,spectral_methods,2022,Yang-Mills glueball masses from spectral reconstruction,Jan M. Pawlowski; Coralie S. Schneider; Jonas Turnwald; Julian M. Urban; Nicolas Wink,journal/proceedings record,"Phys. Rev. D 108, 076018 (2023)",10.1103/PhysRevD.108.076018,2212.01113,2212.01113v2,hep-ph,33,24,INSPIRE,2026-08-21,2609986,independent Yang-Mills spectral reconstruction of glueball masses,https://arxiv.org/abs/2212.01113v2,https://arxiv.org/pdf/2212.01113v2,papers/emerging_peer_reviewed_and_direct/03_spectral_extraction_and_operator_overlap/2022_Pawlowski_2212.01113.pdf,True,10,d4b0dcb62db59b7876fb664f3d573535723b1610294468eea42b21bba3bd7ae2,2022-12-02,2023-10-26,"We compute masses of the two lightest glueballs from spectral reconstructions of timelike interaction channels of the four-gluon vertex in Landau gauge Yang-Mills theory. The Euclidean spacelike dressings of the vertex are calculated with the functional renormalisation group. For the spectral reconstruction of these Euclidean data, we employ Gaussian process regression. The glueball resonances can be identified straightforwardly and we obtain $m_{sc} = 1870(75)~$ MeV as well as $m_{ps} = 2700(120)~$ MeV, in accordance with functional bound state and lattice calculations."
emerging,flux_strings,2021,The torelon spectrum and the world-sheet axion,Andreas Athenodorou; Michael Teper,journal/proceedings record,PoS LATTICE2021 (2022) 103,10.22323/1.396.0103,2112.11213,2112.11213v1,hep-lat,13,7,INSPIRE,2026-08-21,1994771,"modern SU(3), SU(5), and SU(6) torelon spectrum and worldsheet axion",https://arxiv.org/abs/2112.11213v1,https://arxiv.org/pdf/2112.11213v1,papers/emerging_peer_reviewed_and_direct/02_flux_tubes_and_effective_strings/2021_Athenodorou_2112.11213.pdf,True,12,a35ab8a8cb0adc454a4a20d088cea25d5746fa2019fe46190fdc4fb227ea0c5d,2021-12-21,2021-12-21,"We present a major update on the spectrum of the closed flux-tube (torelon) in $D=3+1$ $SU(N)$ gauge theories. Namely, we calculate the excitation spectrum of a confining flux-tube which winds around a spatial torus as a function of its length $l$, for short as well as long tubes. We do so for $N=3,5,6$ and two different values of the lattice spacing. Our states are characterised by the quantum numbers of spin $J$, transverse parity $P_{\perp}$, longitudinal parity $P_{\parallel}$ as well as by the longitudinal momentum $p_{\parallel}$. Our extended basis of operators used in combination with the generalized eigenvalue method enables us to extract masses for all irreducible representations characterised by $\{ |J|,P_{\perp},P_{\parallel} \}$. We confirm that most of the low-lying states are well described by the spectrum of the Goddard-Goldstone-Rebbi-Thorn string. In addition we provide strong evidence, that in addition to string like states, massive modes exist on the world-sheet. More precisely the ground state with quantum numbers ${|J|}^{P_{\perp}, P_{\parallel}}=0^{--}$ exhibits a behaviour which is in agreement with the interpretation of being an axion on the world-sheet of the flux-tube. This state arises from a topological interaction term included in the effective world-sheet action. In addition we observe that the second excited state with ${|J|}^{P_{\perp}, P_{\parallel}}=0^{++}$ behaves as a massive mode with mass twice that of the axion."
emerging,hamiltonian_quantum,2003,SU(N) Lattice Gauge Theory on a Single Cube,Jesse Carlsson; Bruce H. J. McKellar,preprint or unlinked proceedings,,,hep-lat/0303022,hep-lat/0303022v1,hep-lat,1,1,INSPIRE,2026-08-21,615809,gauge-invariant SU(N) Hamiltonian theory on a cube,https://arxiv.org/abs/hep-lat/0303022v1,https://arxiv.org/pdf/hep-lat/0303022v1,papers/emerging_peer_reviewed_and_direct/07_hamiltonian_and_gauge_invariant_formulations/2003_Carlsson_hep-lat-0303022.pdf,True,27,f35854550f23878a284d1fe52e11b4969767277f332447c527eccc61aa657804,2003-03-26,2003-03-26,"In this paper we study the viability of persuing analytic variational techniques for the calculation of glueball masses in 3+1 dimensional Hamiltonian lattice gauge theory (LGT) in the pure gauge sector. We discuss the major problems presented by a move from 2+1 to 3+1 dimensions and develop analytic techniques to approximate the integrals appearing in 3+1 dimensional variational glueball mass calculations. We calculate $0^{++}$ and $1^{+-}$ glueball masses on a lattice consisting of a single cube. Despite the use of a very simplistic model, promising signs of an approach to asymptotic scaling is displayed by the SU(N) $1^{+-}$ glueball mass as N is increased."
emerging,hamiltonian_quantum,2000,Green's Function Monte Carlo study of SU(3) lattice gauge theory in (3+1)D,C. J. Hamer; M. Samaras; R. J. Bursill,journal/proceedings record,Phys.Rev. D62 (2000) 074506,10.1103/PhysRevD.62.074506,hep-lat/0005009,hep-lat/0005009v1,hep-lat,9,5,INSPIRE,2026-08-21,527198,Green-function Monte Carlo SU(3) Hamiltonian study,https://arxiv.org/abs/hep-lat/0005009v1,https://arxiv.org/pdf/hep-lat/0005009v1,papers/emerging_peer_reviewed_and_direct/07_hamiltonian_and_gauge_invariant_formulations/2000_Hamer_hep-lat-0005009.pdf,True,13,509b39d37a1be74404ad0d77254456a52ef5109d5a6d5d8bea5525e8e9deed1a,2000-05-12,2000-05-12,"A `forward walking' Green's Function Monte Carlo algorithm is used to obtain expectation values for SU(3) lattice Yang-Mills theory in (3+1) dimensions. The ground state energy and Wilson loops are calculated, and the finite-size scaling behaviour is explored. Crude estimates of the string tension are derived, which agree with previous results at intermediate couplings; but more accurate results for larger loops will be required to establish scaling behaviour at weak coupling."
frontier,spectral_methods,2026,Charmonium-Glueball spectroscopy with improved hadron creation operators,Juan Andrés Urrea-Niño; Francesco Knechtli; Tomasz Korzec; Michael Peardon,journal/proceedings record,Phys.Rev.D 114 (2026) 014509,10.1103/rs22-dx23,2603.20178,2603.20178v1,hep-lat,2,2,INSPIRE,2026-08-21,3132405,modern derivative-based glueball operators and overlap analysis,https://arxiv.org/abs/2603.20178v1,https://arxiv.org/pdf/2603.20178v1,papers/frontier_watchlist/03_spectral_extraction_and_operator_overlap/2026_Urrea-Nino_2603.20178.pdf,True,15,0b9a169119f5f911eb25ec6efa35d0405bda9adcda56b206764e92db1ebe367b,2026-03-20,2026-03-20,"Construction of creation operators which can properly sample the underlying energy eigenstates remains a fundamental first step in lattice QCD spectroscopy calculations, particularly when the spectrum includes states with different composition such as mesons, glueballs, multi-particle states, etc. We tackle this issue in the study of the scalar glueball and charmonium mixing, where we use improved operators for both types of states to resolve the low-lying spectrum and identify the dominant composition of each state in a mass regime where the glueball is stable. We include derivative-based meson operators combined with distillation profiles, as well as glueball operators built from the chromo-magnetic field and its derivatives which retain angular momentum information from their continuum counterparts. We comment on the advantages of these operators, particularly on the construction and implementation of the glueball ones, thanks to which we identify the lightest iso-scalar state as glueball-dominated $0^{++}$."
frontier,rigorous_lgt,2026,Confinement as Decoding: Higher Form Codes and Lattice Yang-Mills Theory,Ning Bao,preprint or unlinked proceedings,,,2608.02452,2608.02452v1,hep-th,0,0,INSPIRE,2026-08-21,3187134,higher-form-code route to confinement and transfer-matrix mass,https://arxiv.org/abs/2608.02452v1,https://arxiv.org/pdf/2608.02452v1,papers/frontier_watchlist/04_rigorous_lattice_yang_mills/2026_Bao_2608.02452.pdf,True,44,561905c02e999aece4495ab6e58432f844b6bec1cb4ea09bee4803e0f532977e,2026-08-03,2026-08-03,"We study the relationship between quantum error correction, confinement, and lattice Yang-Mills theory. We first formulate decoding for finite Abelian homological codes in terms of higher form gauge fields. For positive local noise, the logical classes are topological sectors of a Nishimori ensemble, and the optimal decoding error is determined by the relative weights of the nontrivial sectors. We derive Fourier relations between logical probabilities, disorder operators, and information in the channel environment, and we give contour and fractional moment criteria for a threshold. We then study a four dimensional $\Z_N$ memory and its possible relation to confining $\PSU(N)$ vacua. Finally, we define a finite curvature center sheet model coupled to Wilson $\SU(N)$ link variables. In this model the conditional logical probabilities are center twisted Yang-Mills partition functions. A strong coupling expansion gives the leading effective interaction for the syndrome and shows that local syndrome correlations can decay even when the global sheet sectors are mixed. We also show that the likelihood for a separated pair of syndrome worldlines is the center monopole correlator. Its decay determines a transfer matrix mass. This distinguishes the suppression of global flux sectors from the local spectral information needed to discuss a mass gap."
frontier,rigorous_lgt,2026,Direct and Indirect Loop Equations in Lattice Yang-Mills Theory,Xizhe Liu; Gang Yang,journal/proceedings record,JHEP 04 (2026) 107,10.1007/JHEP04(2026)107,2601.04316,2601.04316v2,hep-th,0,0,INSPIRE,2026-08-21,3098809,modern direct and indirect lattice loop equations,https://arxiv.org/abs/2601.04316v2,https://arxiv.org/pdf/2601.04316v2,papers/frontier_watchlist/04_rigorous_lattice_yang_mills/2026_Liu_2601.04316.pdf,True,30,fbb6df2a112cf8475a2747dc36f55d15282f15d9c7d945484950d216b806b22b,2026-01-07,2026-01-21,"The dynamics of Wilson loops are governed by an infinite set of Schwinger-Dyson equations and trace relations. In the context of the lattice positivity bootstrap, a central challenge is determining a dynamically independent basis of these operators within a truncated space. We present a systematic framework to address this problem, utilizing a geometric plaquette-cut and subloop-cut strategy to efficiently generate all (local) direct equations. Furthermore, we identify and analyze ""indirect equations"", which arise from the elimination of higher-length intermediate loops. We elucidate the origin of these subtle relations and propose a vertex-filtering strategy to construct them. Applying the above framework to SU(2) lattice Yang-Mills theory, we provide explicit counts of independent canonical loops and equations in 2, 3, and 4 dimensions, along with a statistical analysis of their asymptotic growth."
